Building Name ESP;Building Name ING;Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
Alcatraz;Alcatraz;172;173;46459;37575;2720;1360;455;115;25;5168;2584;865;219;48
Alcatraz;Alcatraz;173;174;47621;38680;2740;1370;455;115;25;5206;2603;865;219;48
Alcatraz;Alcatraz;174;175;48811;39804;2760;1380;460;115;25;5244;2622;874;219;48
Alcatraz;Alcatraz;175;176;50032;40958;2780;1390;465;115;25;5282;2641;884;219;48
Alcatraz;Alcatraz;176;177;51282;42151;2800;1400;465;115;25;5320;2660;884;219;48
Alcatraz;Alcatraz;177;178;52564;43367;2815;1410;470;120;25;5349;2679;893;228;48
Alcatraz;Alcatraz;178;179;53878;44614;2835;1420;475;120;25;5387;2698;903;228;48
Alcatraz;Alcatraz;179;180;55225;45904;2855;1430;475;120;25;5425;2717;903;228;48
Alcatraz;Alcatraz;180;181;56606;47219;2875;1440;480;120;25;5463;2736;912;228;48
Alcatraz;Alcatraz;181;182;58021;48567;2895;1450;485;120;25;5501;2755;922;228;48
Alcatraz;Alcatraz;182;183;59472;49980;2910;1455;485;120;25;5529;2765;922;228;48
Alcatraz;Alcatraz;183;184;60958;51390;2930;1465;490;125;25;5567;2784;931;238;48
Alcatraz;Alcatraz;184;185;62482;52857;2950;1475;490;125;25;5605;2803;931;238;48
Alcatraz;Alcatraz;185;186;64044;54352;2970;1485;495;125;25;5643;2822;941;238;48
Alcatraz;Alcatraz;186;187;65646;55888;2990;1495;500;125;25;5681;2841;950;238;48
Alcatraz;Alcatraz;187;188;67287;57472;3010;1505;500;125;25;5719;2860;950;238;48
Alcatraz;Alcatraz;188;189;68969;59087;3030;1515;505;125;25;5757;2879;960;238;48
Alcatraz;Alcatraz;189;190;70693;60745;3045;1525;510;130;25;5786;2898;969;247;48
Alcatraz;Alcatraz;190;191;72460;62455;3065;1535;510;130;25;5824;2917;969;247;48
Alcatraz;Alcatraz;191;192;74272;64200;3085;1545;515;130;25;5862;2936;979;247;48
Alcatraz;Alcatraz;192;193;76129;65991;3105;1555;520;130;25;5900;2955;988;247;48
Alcatraz;Alcatraz;193;194;78032;67837;3125;1565;520;130;25;5938;2974;988;247;48
Alcatraz;Alcatraz;194;195;79983;69721;3145;1575;525;130;25;5976;2993;998;247;48
Alcatraz;Alcatraz;195;196;81982;71644;3165;1585;530;135;25;6014;3012;1007;257;48
Alcatraz;Alcatraz;196;197;84032;73657;3180;1590;530;135;25;6042;3021;1007;257;48
Alcatraz;Alcatraz;197;198;86133;75691;3200;1600;535;135;25;6080;3040;1017;257;48
Alcatraz;Alcatraz;198;199;88286;77787;3220;1610;535;135;25;6118;3059;1017;257;48
Alcatraz;Alcatraz;199;200;90493;79928;3240;1620;540;135;25;6156;3078;1026;257;48
Alcatraz;Alcatraz;200;201;92755;82123;3260;1630;545;135;25;6194;3097;1036;257;48
Alcatraz;Alcatraz;201;202;95074;84385;3280;1640;545;135;25;6232;3116;1036;257;48
Alcatraz;Alcatraz;202;203;97451;86678;3300;1650;550;140;30;6270;3135;1045;266;57
Almacen De Semillas;Seed Vault;0;1;80;51;10;5;0;0;0;19;10;0;0;0
Almacen De Semillas;Seed Vault;1;2;120;62;15;10;5;0;0;29;19;10;0;0
Almacen De Semillas;Seed Vault;2;3;230;143;25;15;5;0;0;48;29;10;0;0
Almacen De Semillas;Seed Vault;3;4;340;225;35;20;5;0;0;67;38;10;0;0
Almacen De Semillas;Seed Vault;4;5;450;287;45;25;10;5;0;86;48;19;10;0
Almacen De Semillas;Seed Vault;5;6;580;380;60;30;10;5;0;114;57;19;10;0
Almacen De Semillas;Seed Vault;6;7;710;452;75;40;15;5;0;143;76;29;10;0
Almacen De Semillas;Seed Vault;7;8;850;563;85;45;15;5;0;162;86;29;10;0
Almacen De Semillas;Seed Vault;8;9;980;656;100;50;15;5;0;190;95;29;10;0
Almacen De Semillas;Seed Vault;9;10;1110;729;115;60;20;5;0;219;114;38;10;0
Almacen De Semillas;Seed Vault;10;11;1138;719;130;65;20;5;0;247;124;38;10;0
Almacen De Semillas;Seed Vault;11;12;1167;690;145;75;25;5;0;276;143;48;10;0
Almacen De Semillas;Seed Vault;12;13;1196;682;160;80;25;5;0;304;152;48;10;0
Almacen De Semillas;Seed Vault;13;14;1226;665;170;85;30;10;0;323;162;57;19;0
Almacen De Semillas;Seed Vault;14;15;1256;638;190;95;30;10;0;361;181;57;19;0
Almacen De Semillas;Seed Vault;15;16;1288;612;205;105;35;10;0;390;200;67;19;0
Almacen De Semillas;Seed Vault;16;17;1320;607;220;110;35;10;0;418;209;67;19;0
Almacen De Semillas;Seed Vault;17;18;1353;583;235;120;40;10;0;447;228;76;19;0
Almacen De Semillas;Seed Vault;18;19;1387;579;250;125;40;10;0;475;238;76;19;0
Almacen De Semillas;Seed Vault;19;20;1421;555;265;135;45;10;0;504;257;86;19;0
Almacen De Semillas;Seed Vault;20;21;1457;505;285;145;50;15;5;542;276;95;29;10
Almacen De Semillas;Seed Vault;21;22;1493;504;300;150;50;15;5;570;285;95;29;10
Almacen De Semillas;Seed Vault;22;23;1531;484;315;160;55;15;5;599;304;105;29;10
Almacen De Semillas;Seed Vault;23;24;1569;465;335;170;55;15;5;637;323;105;29;10
Almacen De Semillas;Seed Vault;24;25;1608;457;350;175;60;15;5;665;333;114;29;10
Almacen De Semillas;Seed Vault;25;26;1648;440;370;185;60;15;5;703;352;114;29;10
Almacen De Semillas;Seed Vault;26;27;1689;423;385;195;65;15;5;732;371;124;29;10
Almacen De Semillas;Seed Vault;27;28;1732;429;400;200;65;15;5;760;380;124;29;10
Almacen De Semillas;Seed Vault;28;29;1775;397;420;210;70;20;5;798;399;133;38;10
Almacen De Semillas;Seed Vault;29;30;1819;374;440;220;75;20;5;836;418;143;38;10
Almacen De Semillas;Seed Vault;30;31;1865;372;455;230;75;20;5;865;437;143;38;10
Almacen De Semillas;Seed Vault;31;32;1911;352;475;240;80;20;5;903;456;152;38;10
Almacen De Semillas;Seed Vault;32;33;1959;362;490;245;80;20;5;931;466;152;38;10
Almacen De Semillas;Seed Vault;33;34;2008;344;510;255;85;20;5;969;485;162;38;10
Almacen De Semillas;Seed Vault;34;35;2058;327;525;265;90;25;5;998;504;171;48;10
Almacen De Semillas;Seed Vault;35;36;2110;322;545;275;90;25;5;1036;523;171;48;10
Almacen De Semillas;Seed Vault;36;37;2163;308;565;285;95;25;5;1074;542;181;48;10
Almacen De Semillas;Seed Vault;37;38;2217;296;585;295;100;25;5;1112;561;190;48;10
Almacen De Semillas;Seed Vault;38;39;2272;314;600;300;100;25;5;1140;570;190;48;10
Almacen De Semillas;Seed Vault;39;40;2329;304;620;310;105;25;5;1178;589;200;48;10
Almacen De Semillas;Seed Vault;40;41;2387;305;640;320;105;25;5;1216;608;200;48;10
Almacen De Semillas;Seed Vault;41;42;2447;290;660;330;110;30;5;1254;627;209;57;10
Almacen De Semillas;Seed Vault;42;43;2508;293;675;340;115;30;5;1283;646;219;57;10
Almacen De Semillas;Seed Vault;43;44;2571;299;695;350;115;30;5;1321;665;219;57;10
Almacen De Semillas;Seed Vault;44;45;2635;297;715;360;120;30;5;1359;684;228;57;10
Almacen De Semillas;Seed Vault;45;46;2701;296;735;370;125;30;5;1397;703;238;57;10
Almacen De Semillas;Seed Vault;46;47;2768;306;755;380;125;30;5;1435;722;238;57;10
Almacen De Semillas;Seed Vault;47;48;2837;299;775;390;130;35;5;1473;741;247;67;10
Almacen De Semillas;Seed Vault;48;49;2908;303;795;400;135;35;5;1511;760;257;67;10
Almacen De Semillas;Seed Vault;49;50;2981;319;815;410;135;35;5;1549;779;257;67;10
Almacen De Semillas;Seed Vault;50;51;3055;346;830;415;140;35;5;1577;789;266;67;10
Almacen De Semillas;Seed Vault;51;52;3132;366;850;425;140;35;5;1615;808;266;67;10
Almacen De Semillas;Seed Vault;52;53;3210;377;870;435;145;35;5;1653;827;276;67;10
Almacen De Semillas;Seed Vault;53;54;3290;354;895;450;150;40;10;1701;855;285;76;19
Almacen De Semillas;Seed Vault;54;55;3373;399;910;455;150;40;10;1729;865;285;76;19
Almacen De Semillas;Seed Vault;55;56;3457;416;930;465;155;40;10;1767;884;295;76;19
Almacen De Semillas;Seed Vault;56;57;3543;436;950;475;160;40;10;1805;903;304;76;19
Almacen De Semillas;Seed Vault;57;58;3632;468;970;485;160;40;10;1843;922;304;76;19
Almacen De Semillas;Seed Vault;58;59;3723;473;995;500;165;40;10;1891;950;314;76;19
Almacen De Semillas;Seed Vault;59;60;3816;490;1015;510;170;45;10;1929;969;323;86;19
Almacen De Semillas;Seed Vault;60;61;3911;518;1035;520;175;45;10;1967;988;333;86;19
Almacen De Semillas;Seed Vault;61;62;4009;559;1055;530;175;45;10;2005;1007;333;86;19
Almacen De Semillas;Seed Vault;62;63;4109;593;1075;540;180;45;10;2043;1026;342;86;19
Almacen De Semillas;Seed Vault;63;64;4212;629;1095;550;185;45;10;2081;1045;352;86;19
Almacen De Semillas;Seed Vault;64;65;4317;677;1115;560;185;45;10;2119;1064;352;86;19
Almacen De Semillas;Seed Vault;65;66;4425;710;1135;570;190;50;10;2157;1083;361;95;19
Almacen De Semillas;Seed Vault;66;67;4536;754;1155;580;195;50;10;2195;1102;371;95;19
Almacen De Semillas;Seed Vault;67;68;4649;801;1180;590;195;50;10;2242;1121;371;95;19
Almacen De Semillas;Seed Vault;68;69;4765;851;1200;600;200;50;10;2280;1140;380;95;19
Almacen De Semillas;Seed Vault;69;70;4884;903;1220;610;205;50;10;2318;1159;390;95;19
Almacen De Semillas;Seed Vault;70;71;5006;968;1240;620;205;50;10;2356;1178;390;95;19
Almacen De Semillas;Seed Vault;71;72;5132;1018;1260;630;210;55;10;2394;1197;399;105;19
Almacen De Semillas;Seed Vault;72;73;5260;1059;1285;645;215;55;10;2442;1226;409;105;19
Almacen De Semillas;Seed Vault;73;74;5391;1124;1305;655;220;55;10;2480;1245;418;105;19
Almacen De Semillas;Seed Vault;74;75;5526;1202;1325;665;220;55;10;2518;1264;418;105;19
Almacen De Semillas;Seed Vault;75;76;5664;1264;1350;675;225;55;10;2565;1283;428;105;19
Almacen De Semillas;Seed Vault;76;77;5806;1331;1370;685;230;60;10;2603;1302;437;114;19
Almacen De Semillas;Seed Vault;77;78;5951;1419;1390;695;230;60;10;2641;1321;437;114;19
Almacen De Semillas;Seed Vault;78;79;6100;1501;1410;705;235;60;10;2679;1340;447;114;19
Almacen De Semillas;Seed Vault;79;80;6252;1568;1435;720;240;60;10;2727;1368;456;114;19
Almacen De Semillas;Seed Vault;80;81;6408;1657;1455;730;245;60;10;2765;1387;466;114;19
Almacen De Semillas;Seed Vault;81;82;6569;1761;1475;740;245;60;10;2803;1406;466;114;19
Almacen De Semillas;Seed Vault;82;83;6733;1830;1500;750;250;65;15;2850;1425;475;124;29
Almacen De Semillas;Seed Vault;83;84;6901;1931;1520;760;255;65;15;2888;1444;485;124;29
Almacen De Semillas;Seed Vault;84;85;7074;2018;1545;775;260;65;15;2936;1473;494;124;29
Almacen De Semillas;Seed Vault;85;86;7250;2137;1565;785;260;65;15;2974;1492;494;124;29
Almacen De Semillas;Seed Vault;86;87;7432;2252;1585;795;265;65;15;3012;1511;504;124;29
Almacen De Semillas;Seed Vault;87;88;7618;2354;1610;805;270;70;15;3059;1530;513;133;29
Almacen De Semillas;Seed Vault;88;89;7808;2487;1630;815;270;70;15;3097;1549;513;133;29
Almacen De Semillas;Seed Vault;89;90;8003;2615;1650;825;275;70;15;3135;1568;523;133;29
Almacen De Semillas;Seed Vault;90;91;8203;2730;1675;840;280;70;15;3183;1596;532;133;29
Almacen De Semillas;Seed Vault;91;92;8408;2868;1695;850;285;70;15;3221;1615;542;133;29
Almacen De Semillas;Seed Vault;92;93;8618;3012;1720;860;285;70;15;3268;1634;542;133;29
Almacen De Semillas;Seed Vault;93;94;8834;3152;1740;870;290;75;15;3306;1653;551;143;29
Almacen De Semillas;Seed Vault;94;95;9055;3286;1765;885;295;75;15;3354;1682;561;143;29
Almacen De Semillas;Seed Vault;95;96;9281;3446;1785;895;300;75;15;3392;1701;570;143;29
Almacen De Semillas;Seed Vault;96;97;9513;3612;1810;905;300;75;15;3439;1720;570;143;29
Almacen De Semillas;Seed Vault;97;98;9751;3783;1830;915;305;75;15;3477;1739;580;143;29
Almacen De Semillas;Seed Vault;98;99;9995;3933;1855;930;310;80;15;3525;1767;589;152;29
Almacen De Semillas;Seed Vault;99;100;10245;4116;1875;940;315;80;15;3563;1786;599;152;29
Almacen De Semillas;Seed Vault;100;101;10501;4306;1900;950;315;80;15;3610;1805;599;152;29
Almacen De Semillas;Seed Vault;101;102;10763;4502;1920;960;320;80;15;3648;1824;608;152;29
Almacen De Semillas;Seed Vault;102;103;11032;4684;1945;975;325;80;15;3696;1853;618;152;29
Almacen De Semillas;Seed Vault;103;104;11308;4884;1965;985;330;85;15;3734;1872;627;162;29
Almacen De Semillas;Seed Vault;104;105;11591;5101;1990;995;330;85;15;3781;1891;627;162;29
Almacen De Semillas;Seed Vault;105;106;11880;5304;2015;1010;335;85;15;3829;1919;637;162;29
Almacen De Semillas;Seed Vault;106;107;12177;5535;2035;1020;340;85;15;3867;1938;646;162;29
Almacen De Semillas;Seed Vault;107;108;12482;5764;2060;1030;345;85;15;3914;1957;656;162;29
Almacen De Semillas;Seed Vault;108;109;12794;6019;2080;1040;345;85;15;3952;1976;656;162;29
Almacen De Semillas;Seed Vault;109;110;13114;6235;2105;1055;350;90;20;4000;2005;665;171;38
Almacen De Semillas;Seed Vault;110;111;13442;6496;2125;1065;355;90;20;4038;2024;675;171;38
Almacen De Semillas;Seed Vault;111;112;13778;6757;2150;1075;360;90;20;4085;2043;684;171;38
Almacen De Semillas;Seed Vault;112;113;14122;7015;2175;1090;365;90;20;4133;2071;694;171;38
Almacen De Semillas;Seed Vault;113;114;14475;7311;2195;1100;365;90;20;4171;2090;694;171;38
Almacen De Semillas;Seed Vault;114;115;14837;7588;2220;1110;370;95;20;4218;2109;703;181;38
Almacen De Semillas;Seed Vault;115;116;15208;7872;2245;1125;375;95;20;4266;2138;713;181;38
Almacen De Semillas;Seed Vault;116;117;15588;8186;2265;1135;380;95;20;4304;2157;722;181;38
Almacen De Semillas;Seed Vault;117;118;15978;8510;2290;1145;380;95;20;4351;2176;722;181;38
Almacen De Semillas;Seed Vault;118;119;16377;8823;2315;1160;385;95;20;4399;2204;732;181;38
Almacen De Semillas;Seed Vault;119;120;16787;9158;2335;1170;390;100;20;4437;2223;741;190;38
Almacen De Semillas;Seed Vault;120;121;17206;9501;2360;1180;395;100;20;4484;2242;751;190;38
Almacen De Semillas;Seed Vault;121;122;17636;9845;2385;1195;400;100;20;4532;2271;760;190;38
Almacen De Semillas;Seed Vault;122;123;18077;10229;2405;1205;400;100;20;4570;2290;760;190;38
Almacen De Semillas;Seed Vault;123;124;18529;10605;2430;1215;405;100;20;4617;2309;770;190;38
Almacen De Semillas;Seed Vault;124;125;18992;10973;2455;1230;410;105;20;4665;2337;779;200;38
Almacen De Semillas;Seed Vault;125;126;19467;11372;2480;1240;415;105;20;4712;2356;789;200;38
Almacen De Semillas;Seed Vault;126;127;19954;11802;2500;1250;415;105;20;4750;2375;789;200;38
Almacen De Semillas;Seed Vault;127;128;20453;12215;2525;1265;420;105;20;4798;2404;798;200;38
Almacen De Semillas;Seed Vault;128;129;20964;12650;2550;1275;425;105;20;4845;2423;808;200;38
Almacen De Semillas;Seed Vault;129;130;21488;13080;2575;1290;430;110;20;4893;2451;817;209;38
Almacen De Semillas;Seed Vault;130;131;22025;13550;2595;1300;435;110;20;4931;2470;827;209;38
Almacen De Semillas;Seed Vault;131;132;22576;14035;2620;1310;435;110;20;4978;2489;827;209;38
Almacen De Semillas;Seed Vault;132;133;23140;14513;2645;1325;440;110;20;5026;2518;836;209;38
Almacen De Semillas;Seed Vault;133;134;23719;15016;2670;1335;445;110;20;5073;2537;846;209;38
Almacen De Semillas;Seed Vault;134;135;24312;15523;2690;1345;450;115;25;5111;2556;855;219;48
Almacen De Semillas;Seed Vault;135;136;24919;16044;2715;1360;455;115;25;5159;2584;865;219;48
Almacen De Semillas;Seed Vault;136;137;25542;16601;2740;1370;455;115;25;5206;2603;865;219;48
Almacen De Semillas;Seed Vault;137;138;26181;17154;2765;1385;460;115;25;5254;2632;874;219;48
Almacen De Semillas;Seed Vault;138;139;26836;17733;2790;1395;465;115;25;5301;2651;884;219;48
Almacen De Semillas;Seed Vault;139;140;27506;18309;2815;1410;470;120;25;5349;2679;893;228;48
Almacen De Semillas;Seed Vault;140;141;28194;18930;2835;1420;475;120;25;5387;2698;903;228;48
Almacen De Semillas;Seed Vault;141;142;28899;19569;2860;1430;475;120;25;5434;2717;903;228;48
Almacen De Semillas;Seed Vault;142;143;29621;20205;2885;1445;480;120;25;5482;2746;912;228;48
Almacen De Semillas;Seed Vault;143;144;30362;20870;2910;1455;485;120;25;5529;2765;922;228;48
Almacen De Semillas;Seed Vault;144;145;31121;21534;2935;1470;490;125;25;5577;2793;931;238;48
Almacen De Semillas;Seed Vault;145;146;31899;22236;2960;1480;495;125;25;5624;2812;941;238;48
Almacen De Semillas;Seed Vault;146;147;32696;22947;2985;1495;500;125;25;5672;2841;950;238;48
Almacen De Semillas;Seed Vault;147;148;33514;23699;3010;1505;500;125;25;5719;2860;950;238;48
Almacen De Semillas;Seed Vault;148;149;34352;24470;3030;1515;505;125;25;5757;2879;960;238;48
Almacen De Semillas;Seed Vault;149;150;35210;25234;3055;1530;510;130;25;5805;2907;969;247;48
Almacen De Semillas;Seed Vault;150;151;36091;26039;3080;1540;515;130;25;5852;2926;979;247;48
Almacen De Semillas;Seed Vault;151;152;36993;26855;3105;1555;520;130;25;5900;2955;988;247;48
Almacen De Semillas;Seed Vault;152;153;37918;27714;3130;1565;520;130;25;5947;2974;988;247;48
Almacen De Semillas;Seed Vault;153;154;38866;28576;3155;1580;525;130;25;5995;3002;998;247;48
Almacen De Semillas;Seed Vault;154;155;39837;29462;3180;1590;530;135;25;6042;3021;1007;257;48
Almacen De Semillas;Seed Vault;155;156;40833;30371;3205;1605;535;135;25;6090;3050;1017;257;48
Almacen De Semillas;Seed Vault;156;157;41854;31317;3230;1615;540;135;25;6137;3069;1026;257;48
Almacen De Semillas;Seed Vault;157;158;42900;32277;3255;1630;545;135;25;6185;3097;1036;257;48
Almacen De Semillas;Seed Vault;158;159;43973;33284;3280;1640;545;135;25;6232;3116;1036;257;48
Almacen De Semillas;Seed Vault;159;160;45072;34279;3305;1655;550;140;30;6280;3145;1045;266;57
Almacen De Semillas;Seed Vault;160;161;46199;35330;3330;1665;555;140;30;6327;3164;1055;266;57
Almacen De Semillas;Seed Vault;161;162;47354;36400;3355;1680;560;140;30;6375;3192;1064;266;57
Almacen De Semillas;Seed Vault;162;163;48538;37508;3380;1690;565;140;30;6422;3211;1074;266;57
Almacen De Semillas;Seed Vault;163;164;49751;38625;3405;1705;570;145;30;6470;3240;1083;276;57
Almacen De Semillas;Seed Vault;164;165;50995;39803;3430;1715;570;145;30;6517;3259;1083;276;57
Almacen De Semillas;Seed Vault;165;166;52270;40992;3455;1730;575;145;30;6565;3287;1093;276;57
Almacen De Semillas;Seed Vault;166;167;53576;42223;3480;1740;580;145;30;6612;3306;1102;276;57
Almacen De Semillas;Seed Vault;167;168;54916;43476;3505;1755;585;145;30;6660;3335;1112;276;57
Almacen De Semillas;Seed Vault;168;169;56289;44765;3530;1765;590;150;30;6707;3354;1121;285;57
Almacen De Semillas;Seed Vault;169;170;57696;46086;3555;1780;595;150;30;6755;3382;1131;285;57
Almacen De Semillas;Seed Vault;170;171;59138;47462;3580;1790;595;150;30;6802;3401;1131;285;57
Almacen De Semillas;Seed Vault;171;172;60617;48855;3605;1805;600;150;30;6850;3430;1140;285;57
Almacen De Semillas;Seed Vault;172;173;62132;50294;3630;1815;605;150;30;6897;3449;1150;285;57
Almacen De Semillas;Seed Vault;173;174;63685;51752;3655;1830;610;155;30;6945;3477;1159;295;57
Almacen De Semillas;Seed Vault;174;175;65278;53269;3680;1840;615;155;30;6992;3496;1169;295;57
Almacen De Semillas;Seed Vault;175;176;66910;54815;3705;1855;620;155;30;7040;3525;1178;295;57
Almacen De Semillas;Seed Vault;176;177;68582;56421;3730;1865;620;155;30;7087;3544;1178;295;57
Almacen De Semillas;Seed Vault;177;178;70297;58050;3755;1880;625;155;30;7135;3572;1188;295;57
Almacen De Semillas;Seed Vault;178;179;72054;59723;3780;1890;630;160;30;7182;3591;1197;304;57
Almacen De Semillas;Seed Vault;179;180;73856;61438;3805;1905;635;160;30;7230;3620;1207;304;57
Almacen De Semillas;Seed Vault;180;181;75702;63209;3830;1915;640;160;30;7277;3639;1216;304;57
Almacen De Semillas;Seed Vault;181;182;77594;65015;3855;1930;645;160;30;7325;3667;1226;304;57
Almacen De Semillas;Seed Vault;182;183;79534;66840;3885;1945;650;165;35;7382;3696;1235;314;67
Almacen De Semillas;Seed Vault;183;184;81523;68763;3910;1955;650;165;35;7429;3715;1235;314;67
Almacen De Semillas;Seed Vault;184;185;83561;70715;3935;1970;655;165;35;7477;3743;1245;314;67
Atomium;Atomium;0;1;60;31;10;5;0;0;0;19;10;0;0;0
Atomium;Atomium;1;2;100;71;10;5;0;0;0;19;10;0;0;0
Atomium;Atomium;2;3;180;113;20;10;5;0;0;38;19;10;0;0
Atomium;Atomium;3;4;270;174;30;15;5;0;0;57;29;10;0;0
Atomium;Atomium;4;5;360;236;40;20;5;0;0;76;38;10;0;0
Atomium;Atomium;5;6;460;288;50;25;10;5;0;95;48;19;10;0
Atomium;Atomium;6;7;560;360;60;30;10;5;0;114;57;19;10;0
Atomium;Atomium;7;8;670;441;70;35;10;5;0;133;67;19;10;0
Atomium;Atomium;8;9;770;503;80;40;15;5;0;152;76;29;10;0
Atomium;Atomium;9;10;880;584;90;45;15;5;0;171;86;29;10;0
Atomium;Atomium;10;11;902;578;100;50;15;5;0;190;95;29;10;0
Atomium;Atomium;11;12;925;544;115;60;20;5;0;219;114;38;10;0
Atomium;Atomium;12;13;948;538;125;65;20;5;0;238;124;38;10;0
Atomium;Atomium;13;14;972;524;135;70;25;5;0;257;133;48;10;0
Atomium;Atomium;14;15;996;510;150;75;25;5;0;285;143;48;10;0
Atomium;Atomium;15;16;1021;507;160;80;25;5;0;304;152;48;10;0
Atomium;Atomium;16;17;1047;467;175;90;30;10;0;333;171;57;19;0
Atomium;Atomium;17;18;1073;464;185;95;30;10;0;352;181;57;19;0
Atomium;Atomium;18;19;1099;443;200;100;35;10;0;380;190;67;19;0
Atomium;Atomium;19;20;1127;442;210;105;35;10;0;399;200;67;19;0
Atomium;Atomium;20;21;1155;413;225;115;40;10;0;428;219;76;19;0
Atomium;Atomium;21;22;1184;405;240;120;40;10;0;456;228;76;19;0
Atomium;Atomium;22;23;1214;406;250;125;40;10;0;475;238;76;19;0
Atomium;Atomium;23;24;1244;378;265;135;45;10;0;504;257;86;19;0
Atomium;Atomium;24;25;1275;372;280;140;45;10;0;532;266;86;19;0
Atomium;Atomium;25;26;1307;346;290;145;50;15;5;551;276;95;29;10
Atomium;Atomium;26;27;1340;331;305;155;50;15;5;580;295;95;29;10
Atomium;Atomium;27;28;1373;317;320;160;55;15;5;608;304;105;29;10
Atomium;Atomium;28;29;1407;303;335;170;55;15;5;637;323;105;29;10
Atomium;Atomium;29;30;1442;300;345;175;60;15;5;656;333;114;29;10
Atomium;Atomium;30;31;1479;300;360;180;60;15;5;684;342;114;29;10
Atomium;Atomium;31;32;1515;278;375;190;65;15;5;713;361;124;29;10
Atomium;Atomium;32;33;1553;278;390;195;65;15;5;741;371;124;29;10
Atomium;Atomium;33;34;1592;251;405;205;70;20;5;770;390;133;38;10
Atomium;Atomium;34;35;1632;254;420;210;70;20;5;798;399;133;38;10
Atomium;Atomium;35;36;1673;266;430;215;70;20;5;817;409;133;38;10
Atomium;Atomium;36;37;1715;241;450;225;75;20;5;855;428;143;38;10
Atomium;Atomium;37;38;1757;255;460;230;75;20;5;874;437;143;38;10
Atomium;Atomium;38;39;1801;242;475;240;80;20;5;903;456;152;38;10
Atomium;Atomium;39;40;1846;249;490;245;80;20;5;931;466;152;38;10
Atomium;Atomium;40;41;1893;238;505;255;85;20;5;960;485;162;38;10
Atomium;Atomium;41;42;1940;248;520;260;85;20;5;988;494;162;38;10
Atomium;Atomium;42;43;1988;229;535;270;90;25;5;1017;513;171;48;10
Atomium;Atomium;43;44;2038;241;550;275;90;25;5;1045;523;171;48;10
Atomium;Atomium;44;45;2089;234;565;285;95;25;5;1074;542;181;48;10
Atomium;Atomium;45;46;2141;249;580;290;95;25;5;1102;551;181;48;10
Atomium;Atomium;46;47;2195;237;600;300;100;25;5;1140;570;190;48;10
Atomium;Atomium;47;48;2250;234;615;310;105;25;5;1169;589;200;48;10
Atomium;Atomium;48;49;2306;252;630;315;105;25;5;1197;599;200;48;10
Atomium;Atomium;49;50;2363;243;645;325;110;30;5;1226;618;209;57;10
Atomium;Atomium;50;51;2422;265;660;330;110;30;5;1254;627;209;57;10
Atomium;Atomium;51;52;2483;268;675;340;115;30;5;1283;646;219;57;10
Atomium;Atomium;52;53;2545;292;690;345;115;30;5;1311;656;219;57;10
Atomium;Atomium;53;54;2609;299;705;355;120;30;5;1340;675;228;57;10
Atomium;Atomium;54;55;2674;307;725;365;120;30;5;1378;694;228;57;10
Atomium;Atomium;55;56;2741;327;740;370;125;30;5;1406;703;238;57;10
Atomium;Atomium;56;57;2809;347;755;380;125;30;5;1435;722;238;57;10
Atomium;Atomium;57;58;2879;360;770;385;130;35;5;1463;732;247;67;10
